,Date,Press,Category,Count_News,IsClickbait,forward-referencing,emotional,interrogative,surprise,ellipsis,list,how_to,interjection,spillthebeans,gossip,ending_words,netizen,exaggerated,uncertainty
0,2018-01-01,ETToday,entertainment,641,279.0,98.0,165.0,0.0,8.0,39.0,26.0,0.0,5.0,33.0,35.0,97.0,51.0,132.0,4.0
1,2018-01-01,ETToday,finance,122,21.0,5.0,11.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,3.0,4.0,20.0,1.0
2,2018-01-01,ETToday,global,100,24.0,5.0,19.0,0.0,2.0,7.0,5.0,0.0,0.0,2.0,2.0,6.0,2.0,19.0,0.0
3,2018-01-01,ETToday,health,100,40.0,26.0,11.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,1.0,8.0,1.0,28.0,3.0
4,2018-01-01,ETToday,life,319,136.0,48.0,96.0,0.0,8.0,28.0,11.0,0.0,1.0,10.0,11.0,31.0,57.0,70.0,2.0
5,2018-01-01,ETToday,politics,257,28.0,12.0,43.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,9.0,3.0,20.0,4.0
6,2018-01-01,ETToday,tech,36,7.0,4.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
7,2018-01-01,NewYorkTimes,finance,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8,2018-01-01,NewYorkTimes,global,20,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,2018-01-01,NewYorkTimes,life,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2018-01-01,NewYorkTimes,politics,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2018-01-01,NewYorkTimes,tech,7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
12,2018-01-01,NewsLens,finance,45,23.0,13.0,3.0,0.0,1.0,0.0,10.0,12.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0
13,2018-01-01,NewsLens,global,86,22.0,12.0,7.0,0.0,4.0,1.0,5.0,6.0,0.0,0.0,0.0,3.0,2.0,7.0,1.0
14,2018-01-01,NewsLens,health,26,6.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0
15,2018-01-01,NewsLens,life,65,18.0,13.0,7.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0
16,2018-01-01,NewsLens,politics,25,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0
17,2018-01-01,NewsLens,tech,5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
18,2018-01-01,Storm Media,health,20,14.0,13.0,1.0,0.0,1.0,2.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,1.0
19,2018-01-01,Storm Media,life,21,12.0,10.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
20,2018-01-01,TVBS,health,61,18.0,12.0,7.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0
21,2018-01-01,TVBS,tech,40,7.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0
22,2018-01-01,今日新聞,finance,118,8.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,1.0
23,2018-01-01,今日新聞,politics,138,10.0,4.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,6.0,1.0,4.0,2.0
24,2018-01-01,報導者,health,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2018-01-01,報導者,life,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2018-01-08,ETToday,entertainment,632,299.0,92.0,178.0,0.0,8.0,57.0,26.0,1.0,3.0,39.0,30.0,110.0,60.0,134.0,5.0
27,2018-01-08,ETToday,finance,172,26.0,8.0,15.0,0.0,1.0,3.0,11.0,2.0,0.0,0.0,1.0,5.0,2.0,30.0,2.0
28,2018-01-08,ETToday,global,100,22.0,9.0,19.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,4.0,11.0,2.0,17.0,2.0
29,2018-01-08,ETToday,health,100,42.0,24.0,8.0,0.0,4.0,2.0,29.0,0.0,0.0,2.0,2.0,6.0,2.0,23.0,0.0
30,2018-01-08,ETToday,life,325,134.0,57.0,91.0,0.0,3.0,21.0,9.0,0.0,0.0,7.0,11.0,29.0,60.0,78.0,1.0
31,2018-01-08,ETToday,politics,272,45.0,16.0,48.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,14.0,13.0,22.0,3.0
32,2018-01-08,ETToday,tech,71,8.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0
33,2018-01-08,NewYorkTimes,entertainment,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2018-01-08,NewYorkTimes,finance,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,2018-01-08,NewYorkTimes,global,24,5.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
36,2018-01-08,NewYorkTimes,health,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2018-01-08,NewYorkTimes,life,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2018-01-08,NewYorkTimes,politics,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2018-01-08,NewYorkTimes,tech,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2018-01-08,NewsLens,finance,31,11.0,9.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
41,2018-01-08,NewsLens,global,106,25.0,16.0,6.0,0.0,3.0,0.0,8.0,4.0,0.0,0.0,0.0,11.0,2.0,12.0,2.0
42,2018-01-08,NewsLens,health,35,8.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0
43,2018-01-08,NewsLens,life,40,13.0,9.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0
44,2018-01-08,NewsLens,politics,44,12.0,7.0,5.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0
45,2018-01-08,NewsLens,tech,9,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,2018-01-08,Storm Media,health,28,21.0,19.0,4.0,0.0,5.0,6.0,10.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,0.0
47,2018-01-08,Storm Media,life,19,7.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0
48,2018-01-08,TVBS,health,62,16.0,12.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0
49,2018-01-08,TVBS,tech,48,11.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,5.0
50,2018-01-08,今日新聞,finance,137,23.0,13.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,20.0,0.0
51,2018-01-08,今日新聞,politics,165,15.0,10.0,18.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,1.0,13.0,0.0
52,2018-01-08,報導者,life,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
53,2018-01-08,報導者,politics,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2018-01-15,ETToday,entertainment,658,301.0,83.0,199.0,0.0,10.0,59.0,22.0,0.0,6.0,38.0,38.0,103.0,50.0,146.0,11.0
55,2018-01-15,ETToday,finance,184,29.0,7.0,15.0,0.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,4.0,7.0,27.0,2.0
56,2018-01-15,ETToday,global,100,23.0,7.0,14.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,2.0,8.0,4.0,21.0,2.0
57,2018-01-15,ETToday,health,100,42.0,24.0,14.0,0.0,8.0,1.0,23.0,1.0,1.0,0.0,1.0,8.0,3.0,17.0,2.0
58,2018-01-15,ETToday,life,298,139.0,54.0,95.0,0.0,6.0,20.0,14.0,0.0,0.0,7.0,15.0,36.0,50.0,76.0,1.0
59,2018-01-15,ETToday,politics,281,52.0,22.0,47.0,0.0,1.0,2.0,11.0,1.0,1.0,3.0,2.0,23.0,6.0,33.0,1.0
60,2018-01-15,ETToday,tech,52,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0
61,2018-01-15,NewYorkTimes,finance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62,2018-01-15,NewYorkTimes,global,29,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
63,2018-01-15,NewYorkTimes,health,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,2018-01-15,NewYorkTimes,life,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,2018-01-15,NewYorkTimes,politics,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,2018-01-15,NewYorkTimes,tech,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2018-01-15,NewsLens,finance,30,13.0,6.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0
68,2018-01-15,NewsLens,global,101,22.0,17.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,11.0,0.0,13.0,3.0
69,2018-01-15,NewsLens,health,29,8.0,5.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
70,2018-01-15,NewsLens,life,54,18.0,14.0,2.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,2.0,9.0,0.0,10.0,0.0
71,2018-01-15,NewsLens,politics,40,9.0,7.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0
72,2018-01-15,NewsLens,tech,8,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
73,2018-01-15,Storm Media,health,17,11.0,9.0,2.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
74,2018-01-15,Storm Media,life,15,5.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
75,2018-01-15,TVBS,health,57,14.0,8.0,3.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,2.0
76,2018-01-15,TVBS,tech,39,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
77,2018-01-15,今日新聞,finance,105,10.0,7.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0
78,2018-01-15,今日新聞,politics,162,12.0,4.0,20.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,6.0,1.0,13.0,1.0
79,2018-01-15,報導者,health,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
80,2018-01-15,報導者,life,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2018-01-15,報導者,politics,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,2018-01-22,ETToday,entertainment,623,252.0,78.0,173.0,0.0,12.0,45.0,25.0,0.0,4.0,37.0,49.0,90.0,39.0,128.0,4.0
83,2018-01-22,ETToday,finance,160,21.0,8.0,13.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,0.0,2.0,1.0,17.0,1.0
84,2018-01-22,ETToday,global,100,13.0,3.0,13.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,3.0,14.0,4.0
85,2018-01-22,ETToday,health,100,40.0,24.0,10.0,0.0,3.0,1.0,24.0,0.0,1.0,1.0,0.0,10.0,2.0,18.0,1.0
86,2018-01-22,ETToday,life,330,140.0,58.0,94.0,0.0,5.0,23.0,22.0,1.0,1.0,3.0,19.0,28.0,56.0,72.0,2.0
87,2018-01-22,ETToday,politics,292,57.0,26.0,44.0,0.0,1.0,0.0,8.0,0.0,2.0,9.0,1.0,16.0,8.0,22.0,3.0
88,2018-01-22,ETToday,tech,51,8.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,4.0,2.0
89,2018-01-22,NewYorkTimes,finance,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2018-01-22,NewYorkTimes,global,18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
91,2018-01-22,NewYorkTimes,life,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,2018-01-22,NewYorkTimes,politics,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2018-01-22,NewYorkTimes,tech,5,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
94,2018-01-22,NewsLens,finance,33,10.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
95,2018-01-22,NewsLens,global,128,25.0,14.0,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,2.0,4.0,2.0,6.0,1.0
96,2018-01-22,NewsLens,health,27,6.0,5.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
97,2018-01-22,NewsLens,life,44,17.0,12.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0
98,2018-01-22,NewsLens,politics,49,10.0,5.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0
99,2018-01-22,NewsLens,tech,7,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2018-01-22,Storm Media,entertainment,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2018-01-22,Storm Media,health,16,13.0,12.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
102,2018-01-22,Storm Media,life,14,9.0,5.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
103,2018-01-22,TVBS,health,52,13.0,9.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,2.0
104,2018-01-22,TVBS,tech,50,7.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0
105,2018-01-22,今日新聞,finance,153,28.0,16.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,4.0,2.0,14.0,1.0
106,2018-01-22,今日新聞,politics,213,34.0,20.0,34.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,0.0,10.0,4.0,9.0,7.0
107,2018-01-22,報導者,finance,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,2018-01-29,ETToday,entertainment,666,280.0,89.0,190.0,0.0,8.0,41.0,23.0,0.0,5.0,38.0,43.0,99.0,47.0,152.0,2.0
109,2018-01-29,ETToday,finance,204,36.0,9.0,20.0,0.0,2.0,2.0,16.0,1.0,0.0,1.0,0.0,11.0,3.0,39.0,2.0
110,2018-01-29,ETToday,global,100,17.0,6.0,15.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,5.0,2.0,17.0,1.0
111,2018-01-29,ETToday,health,100,46.0,27.0,13.0,0.0,4.0,4.0,20.0,0.0,2.0,1.0,1.0,10.0,2.0,31.0,1.0
112,2018-01-29,ETToday,life,299,110.0,45.0,69.0,0.0,6.0,22.0,25.0,2.0,0.0,4.0,8.0,25.0,40.0,81.0,3.0
113,2018-01-29,ETToday,politics,258,41.0,20.0,34.0,0.0,2.0,3.0,4.0,0.0,2.0,3.0,3.0,13.0,5.0,27.0,2.0
114,2018-01-29,ETToday,tech,47,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,1.0
115,2018-01-29,NewYorkTimes,finance,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
116,2018-01-29,NewYorkTimes,global,21,4.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
117,2018-01-29,NewYorkTimes,life,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2018-01-29,NewYorkTimes,politics,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2018-01-29,NewYorkTimes,tech,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
120,2018-01-29,NewsLens,finance,28,11.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
121,2018-01-29,NewsLens,global,110,25.0,15.0,5.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,12.0,2.0,16.0,1.0
122,2018-01-29,NewsLens,health,28,8.0,5.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0
123,2018-01-29,NewsLens,life,68,26.0,13.0,1.0,0.0,1.0,1.0,13.0,10.0,0.0,1.0,0.0,7.0,1.0,10.0,0.0
124,2018-01-29,NewsLens,politics,48,6.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,8.0,1.0
125,2018-01-29,NewsLens,tech,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2018-01-29,Storm Media,health,21,14.0,13.0,0.0,0.0,2.0,5.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
127,2018-01-29,Storm Media,life,26,11.0,9.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0
128,2018-01-29,TVBS,health,42,14.0,10.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0
129,2018-01-29,TVBS,tech,39,8.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0
130,2018-01-29,今日新聞,finance,183,13.0,8.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,6.0,0.0,16.0,4.0
131,2018-01-29,今日新聞,politics,213,23.0,8.0,23.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,11.0,2.0,24.0,1.0
132,2018-01-29,報導者,health,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133,2018-01-29,報導者,politics,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
134,2018-02-05,ETToday,entertainment,650,270.0,94.0,174.0,0.0,12.0,65.0,27.0,1.0,4.0,35.0,43.0,95.0,31.0,132.0,1.0
135,2018-02-05,ETToday,finance,213,27.0,5.0,22.0,0.0,0.0,4.0,15.0,1.0,0.0,0.0,1.0,12.0,2.0,28.0,2.0
136,2018-02-05,ETToday,global,100,30.0,10.0,26.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,5.0,3.0,6.0,16.0,1.0
137,2018-02-05,ETToday,health,100,37.0,23.0,12.0,0.0,3.0,2.0,23.0,0.0,2.0,1.0,1.0,10.0,1.0,19.0,1.0
138,2018-02-05,ETToday,life,348,113.0,58.0,66.0,0.0,7.0,22.0,13.0,2.0,1.0,9.0,7.0,27.0,27.0,67.0,8.0
139,2018-02-05,ETToday,politics,301,34.0,19.0,25.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,15.0,7.0,24.0,3.0
140,2018-02-05,ETToday,tech,51,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0
141,2018-02-05,NewYorkTimes,finance,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2018-02-05,NewYorkTimes,global,22,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
143,2018-02-05,NewYorkTimes,health,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
144,2018-02-05,NewYorkTimes,life,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2018-02-05,NewYorkTimes,politics,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
146,2018-02-05,NewYorkTimes,tech,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
147,2018-02-05,NewsLens,finance,35,18.0,8.0,2.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
148,2018-02-05,NewsLens,global,111,20.0,10.0,5.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,1.0,7.0,3.0,18.0,1.0
149,2018-02-05,NewsLens,health,31,9.0,7.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0
150,2018-02-05,NewsLens,life,74,26.0,21.0,6.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
151,2018-02-05,NewsLens,politics,36,8.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0
152,2018-02-05,NewsLens,tech,6,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2018-02-05,Storm Media,entertainment,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2018-02-05,Storm Media,health,22,17.0,14.0,4.0,0.0,2.0,4.0,6.0,3.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0
155,2018-02-05,Storm Media,life,15,8.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
156,2018-02-05,TVBS,health,39,10.0,9.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0
157,2018-02-05,TVBS,tech,18,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
158,2018-02-05,今日新聞,finance,176,13.0,8.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0
159,2018-02-05,今日新聞,politics,292,19.0,12.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,14.0,2.0
160,2018-02-05,報導者,health,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2018-02-05,報導者,politics,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2018-02-12,ETToday,entertainment,571,267.0,100.0,152.0,0.0,5.0,41.0,39.0,2.0,9.0,24.0,42.0,71.0,38.0,153.0,2.0
163,2018-02-12,ETToday,finance,176,28.0,10.0,11.0,0.0,3.0,1.0,16.0,1.0,0.0,1.0,1.0,4.0,7.0,28.0,3.0
164,2018-02-12,ETToday,global,100,25.0,10.0,13.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,7.0,17.0,1.0
165,2018-02-12,ETToday,health,100,42.0,26.0,12.0,0.0,1.0,5.0,31.0,1.0,0.0,0.0,2.0,6.0,2.0,20.0,2.0
166,2018-02-12,ETToday,life,375,158.0,82.0,83.0,0.0,11.0,27.0,22.0,1.0,2.0,14.0,15.0,29.0,50.0,80.0,1.0
167,2018-02-12,ETToday,politics,224,29.0,19.0,17.0,0.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,8.0,3.0,31.0,4.0
168,2018-02-12,ETToday,tech,38,8.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0
169,2018-02-12,NewYorkTimes,global,14,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2018-02-12,NewYorkTimes,health,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2018-02-12,NewYorkTimes,life,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2018-02-12,NewYorkTimes,politics,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2018-02-12,NewYorkTimes,tech,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
