,Date,Press,Category,forward-referencing,emotional,interrogative,surprise,ellipsis,list,how_to,interjection,spillthebeans,gossip,ending_words,netizen,exaggerated,uncertainty,IsClickbait
26,2018-01-08,ETToday,entertainment,0.14556962025316456,0.28164556962025317,0.0,0.012658227848101266,0.09018987341772151,0.04113924050632911,0.0015822784810126582,0.004746835443037975,0.061708860759493674,0.04746835443037975,0.17405063291139242,0.0949367088607595,0.2120253164556962,0.007911392405063292,0.47310126582278483
27,2018-01-08,ETToday,finance,0.046511627906976744,0.0872093023255814,0.0,0.005813953488372093,0.01744186046511628,0.06395348837209303,0.011627906976744186,0.0,0.0,0.005813953488372093,0.029069767441860465,0.011627906976744186,0.1744186046511628,0.011627906976744186,0.1511627906976744
28,2018-01-08,ETToday,global,0.09,0.19,0.0,0.02,0.02,0.04,0.01,0.0,0.0,0.04,0.11,0.02,0.17,0.02,0.22
29,2018-01-08,ETToday,health,0.24,0.08,0.0,0.04,0.02,0.29,0.0,0.0,0.02,0.02,0.06,0.02,0.23,0.0,0.42
30,2018-01-08,ETToday,life,0.1753846153846154,0.28,0.0,0.009230769230769232,0.06461538461538462,0.027692307692307693,0.0,0.0,0.021538461538461538,0.033846153846153845,0.08923076923076922,0.18461538461538463,0.24,0.003076923076923077,0.4123076923076923
31,2018-01-08,ETToday,politics,0.058823529411764705,0.17647058823529413,0.0,0.0,0.003676470588235294,0.03676470588235294,0.0,0.0,0.003676470588235294,0.003676470588235294,0.051470588235294115,0.04779411764705882,0.08088235294117647,0.011029411764705883,0.16544117647058823
32,2018-01-08,ETToday,tech,0.04225352112676056,0.056338028169014086,0.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.014084507042253521,0.0,0.028169014084507043,0.04225352112676056,0.09859154929577464,0.0,0.11267605633802817
33,2018-01-08,NewYorkTimes,entertainment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2018-01-08,NewYorkTimes,finance,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
35,2018-01-08,NewYorkTimes,global,0.08333333333333333,0.125,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.125,0.0,0.041666666666666664,0.0,0.20833333333333334
36,2018-01-08,NewYorkTimes,health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2018-01-08,NewYorkTimes,life,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2018-01-08,NewYorkTimes,politics,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
39,2018-01-08,NewYorkTimes,tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2018-01-08,NewsLens,finance,0.2903225806451613,0.0,0.0,0.03225806451612903,0.0,0.25806451612903225,0.0967741935483871,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.3548387096774194
41,2018-01-08,NewsLens,global,0.1509433962264151,0.05660377358490566,0.0,0.02830188679245283,0.0,0.07547169811320754,0.03773584905660377,0.0,0.0,0.0,0.10377358490566038,0.018867924528301886,0.11320754716981132,0.018867924528301886,0.2358490566037736
42,2018-01-08,NewsLens,health,0.05714285714285714,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0.0,0.0,0.11428571428571428,0.02857142857142857,0.11428571428571428,0.0,0.22857142857142856
43,2018-01-08,NewsLens,life,0.225,0.05,0.0,0.0,0.025,0.15,0.0,0.0,0.0,0.0,0.075,0.0,0.175,0.0,0.325
44,2018-01-08,NewsLens,politics,0.1590909090909091,0.11363636363636363,0.0,0.022727272727272728,0.0,0.09090909090909091,0.022727272727272728,0.0,0.0,0.0,0.11363636363636363,0.0,0.1590909090909091,0.0,0.2727272727272727
45,2018-01-08,NewsLens,tech,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444
46,2018-01-08,Storm Media,health,0.6785714285714286,0.14285714285714285,0.0,0.17857142857142858,0.21428571428571427,0.35714285714285715,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.07142857142857142,0.0,0.2857142857142857,0.0,0.75
47,2018-01-08,Storm Media,life,0.21052631578947367,0.21052631578947367,0.0,0.0,0.05263157894736842,0.21052631578947367,0.0,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.0,0.3157894736842105,0.0,0.3684210526315789
48,2018-01-08,TVBS,health,0.1935483870967742,0.03225806451612903,0.0,0.016129032258064516,0.016129032258064516,0.08064516129032258,0.0,0.0,0.0,0.016129032258064516,0.0,0.03225806451612903,0.08064516129032258,0.06451612903225806,0.25806451612903225
49,2018-01-08,TVBS,tech,0.10416666666666667,0.0625,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.041666666666666664,0.10416666666666667,0.22916666666666666
50,2018-01-08,今日新聞,finance,0.0948905109489051,0.058394160583941604,0.0,0.0,0.0,0.058394160583941604,0.0,0.0,0.0,0.021897810218978103,0.021897810218978103,0.021897810218978103,0.145985401459854,0.0,0.1678832116788321
51,2018-01-08,今日新聞,politics,0.06060606060606061,0.10909090909090909,0.0,0.006060606060606061,0.0,0.030303030303030304,0.006060606060606061,0.0,0.0,0.0,0.030303030303030304,0.006060606060606061,0.07878787878787878,0.0,0.09090909090909091
52,2018-01-08,報導者,life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
53,2018-01-08,報導者,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2018-01-15,ETToday,entertainment,0.12613981762917933,0.30243161094224924,0.0,0.015197568389057751,0.08966565349544073,0.03343465045592705,0.0,0.00911854103343465,0.057750759878419454,0.057750759878419454,0.15653495440729484,0.07598784194528875,0.22188449848024316,0.016717325227963525,0.4574468085106383
55,2018-01-15,ETToday,finance,0.03804347826086957,0.08152173913043478,0.0,0.010869565217391304,0.02717391304347826,0.06521739130434782,0.0,0.0,0.0,0.0,0.021739130434782608,0.03804347826086957,0.14673913043478262,0.010869565217391304,0.15760869565217392
56,2018-01-15,ETToday,global,0.07,0.14,0.0,0.0,0.02,0.03,0.0,0.0,0.03,0.02,0.08,0.04,0.21,0.02,0.23
57,2018-01-15,ETToday,health,0.24,0.14,0.0,0.08,0.01,0.23,0.01,0.01,0.0,0.01,0.08,0.03,0.17,0.02,0.42
58,2018-01-15,ETToday,life,0.18120805369127516,0.3187919463087248,0.0,0.020134228187919462,0.06711409395973154,0.04697986577181208,0.0,0.0,0.02348993288590604,0.050335570469798654,0.12080536912751678,0.16778523489932887,0.2550335570469799,0.003355704697986577,0.4664429530201342
59,2018-01-15,ETToday,politics,0.07829181494661921,0.16725978647686832,0.0,0.0035587188612099642,0.0071174377224199285,0.03914590747330961,0.0035587188612099642,0.0035587188612099642,0.010676156583629894,0.0071174377224199285,0.08185053380782918,0.021352313167259787,0.11743772241992882,0.0035587188612099642,0.18505338078291814
60,2018-01-15,ETToday,tech,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.019230769230769232,0.057692307692307696,0.07692307692307693,0.0,0.17307692307692307
61,2018-01-15,NewYorkTimes,finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
62,2018-01-15,NewYorkTimes,global,0.034482758620689655,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.034482758620689655
63,2018-01-15,NewYorkTimes,health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
64,2018-01-15,NewYorkTimes,life,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
65,2018-01-15,NewYorkTimes,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25
66,2018-01-15,NewYorkTimes,tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2018-01-15,NewsLens,finance,0.2,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.1,0.0,0.0,0.0,0.1,0.06666666666666667,0.2,0.0,0.43333333333333335
68,2018-01-15,NewsLens,global,0.16831683168316833,0.0891089108910891,0.0,0.0,0.0,0.039603960396039604,0.0297029702970297,0.0,0.009900990099009901,0.0297029702970297,0.10891089108910891,0.0,0.12871287128712872,0.0297029702970297,0.21782178217821782
69,2018-01-15,NewsLens,health,0.1724137931034483,0.13793103448275862,0.0,0.0,0.0,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.10344827586206896,0.0,0.10344827586206896,0.0,0.27586206896551724
70,2018-01-15,NewsLens,life,0.25925925925925924,0.037037037037037035,0.0,0.018518518518518517,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.037037037037037035,0.16666666666666666,0.0,0.18518518518518517,0.0,0.3333333333333333
71,2018-01-15,NewsLens,politics,0.175,0.075,0.0,0.0,0.025,0.075,0.0,0.0,0.0,0.0,0.075,0.0,0.075,0.05,0.225
72,2018-01-15,NewsLens,tech,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.5
73,2018-01-15,Storm Media,health,0.5294117647058824,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.6470588235294118
74,2018-01-15,Storm Media,life,0.2,0.0,0.0,0.0,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.26666666666666666,0.0,0.3333333333333333
75,2018-01-15,TVBS,health,0.14035087719298245,0.05263157894736842,0.0,0.017543859649122806,0.03508771929824561,0.08771929824561403,0.0,0.0,0.0,0.03508771929824561,0.017543859649122806,0.0,0.12280701754385964,0.03508771929824561,0.24561403508771928
76,2018-01-15,TVBS,tech,0.1282051282051282,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.07692307692307693,0.05128205128205128,0.1794871794871795
77,2018-01-15,今日新聞,finance,0.06666666666666667,0.02857142857142857,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.009523809523809525,0.009523809523809525,0.0,0.0761904761904762,0.0,0.09523809523809523
78,2018-01-15,今日新聞,politics,0.024691358024691357,0.12345679012345678,0.0,0.012345679012345678,0.006172839506172839,0.018518518518518517,0.0,0.0,0.0,0.012345679012345678,0.037037037037037035,0.006172839506172839,0.08024691358024691,0.006172839506172839,0.07407407407407407
79,2018-01-15,報導者,health,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
80,2018-01-15,報導者,life,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
81,2018-01-15,報導者,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,2018-01-22,ETToday,entertainment,0.12520064205457465,0.27768860353130015,0.0,0.019261637239165328,0.07223113964686999,0.04012841091492777,0.0,0.006420545746388443,0.0593900481540931,0.07865168539325842,0.14446227929373998,0.06260032102728733,0.20545746388443017,0.006420545746388443,0.4044943820224719
83,2018-01-22,ETToday,finance,0.05,0.08125,0.0,0.0,0.0125,0.08125,0.0,0.0,0.0125,0.0,0.0125,0.00625,0.10625,0.00625,0.13125
84,2018-01-22,ETToday,global,0.03,0.13,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.04,0.09,0.03,0.14,0.04,0.13
85,2018-01-22,ETToday,health,0.24,0.1,0.0,0.03,0.01,0.24,0.0,0.01,0.01,0.0,0.1,0.02,0.18,0.01,0.4
86,2018-01-22,ETToday,life,0.17575757575757575,0.28484848484848485,0.0,0.015151515151515152,0.0696969696969697,0.06666666666666667,0.0030303030303030303,0.0030303030303030303,0.00909090909090909,0.05757575757575758,0.08484848484848485,0.1696969696969697,0.21818181818181817,0.006060606060606061,0.42424242424242425
87,2018-01-22,ETToday,politics,0.08904109589041095,0.1506849315068493,0.0,0.003424657534246575,0.0,0.0273972602739726,0.0,0.00684931506849315,0.030821917808219176,0.003424657534246575,0.0547945205479452,0.0273972602739726,0.07534246575342465,0.010273972602739725,0.1952054794520548
88,2018-01-22,ETToday,tech,0.0392156862745098,0.0392156862745098,0.0,0.0196078431372549,0.0,0.0392156862745098,0.0,0.0,0.0196078431372549,0.0,0.11764705882352941,0.0196078431372549,0.0784313725490196,0.0392156862745098,0.1568627450980392
89,2018-01-22,NewYorkTimes,finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2018-01-22,NewYorkTimes,global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111
91,2018-01-22,NewYorkTimes,life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
92,2018-01-22,NewYorkTimes,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2018-01-22,NewYorkTimes,tech,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.6
94,2018-01-22,NewsLens,finance,0.21212121212121213,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.0,0.30303030303030304
95,2018-01-22,NewsLens,global,0.109375,0.0234375,0.0,0.0234375,0.0,0.0234375,0.046875,0.0,0.0,0.015625,0.03125,0.015625,0.046875,0.0078125,0.1953125
96,2018-01-22,NewsLens,health,0.18518518518518517,0.14814814814814814,0.0,0.037037037037037035,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.1111111111111111,0.0,0.2222222222222222
97,2018-01-22,NewsLens,life,0.2727272727272727,0.1590909090909091,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.0,0.0,0.0,0.045454545454545456,0.0,0.25,0.0,0.38636363636363635
98,2018-01-22,NewsLens,politics,0.10204081632653061,0.0,0.0,0.04081632653061224,0.0,0.10204081632653061,0.08163265306122448,0.0,0.0,0.0,0.10204081632653061,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.20408163265306123
99,2018-01-22,NewsLens,tech,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855
100,2018-01-22,Storm Media,entertainment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,2018-01-22,Storm Media,health,0.75,0.125,0.0,0.125,0.125,0.0625,0.0,0.0,0.0,0.0,0.1875,0.0,0.1875,0.0,0.8125
102,2018-01-22,Storm Media,life,0.35714285714285715,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.6428571428571429
103,2018-01-22,TVBS,health,0.17307692307692307,0.11538461538461539,0.0,0.057692307692307696,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.057692307692307696,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.25
104,2018-01-22,TVBS,tech,0.1,0.04,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.08,0.14
105,2018-01-22,今日新聞,finance,0.10457516339869281,0.08496732026143791,0.0,0.0,0.0,0.06535947712418301,0.0,0.0,0.0,0.0196078431372549,0.026143790849673203,0.013071895424836602,0.0915032679738562,0.006535947712418301,0.1830065359477124
106,2018-01-22,今日新聞,politics,0.09389671361502347,0.1596244131455399,0.0,0.0,0.009389671361502348,0.028169014084507043,0.004694835680751174,0.009389671361502348,0.004694835680751174,0.0,0.046948356807511735,0.018779342723004695,0.04225352112676056,0.03286384976525822,0.1596244131455399
107,2018-01-22,報導者,finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
108,2018-01-29,ETToday,entertainment,0.13363363363363365,0.2852852852852853,0.0,0.012012012012012012,0.06156156156156156,0.03453453453453453,0.0,0.0075075075075075074,0.057057057057057055,0.06456456456456457,0.14864864864864866,0.07057057057057058,0.22822822822822822,0.003003003003003003,0.42042042042042044
109,2018-01-29,ETToday,finance,0.04411764705882353,0.09803921568627451,0.0,0.00980392156862745,0.00980392156862745,0.0784313725490196,0.004901960784313725,0.0,0.004901960784313725,0.0,0.05392156862745098,0.014705882352941176,0.19117647058823528,0.00980392156862745,0.17647058823529413
110,2018-01-29,ETToday,global,0.06,0.15,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.03,0.05,0.02,0.17,0.01,0.17
111,2018-01-29,ETToday,health,0.27,0.13,0.0,0.04,0.04,0.2,0.0,0.02,0.01,0.01,0.1,0.02,0.31,0.01,0.46
112,2018-01-29,ETToday,life,0.1505016722408027,0.23076923076923078,0.0,0.020066889632107024,0.07357859531772576,0.08361204013377926,0.006688963210702341,0.0,0.013377926421404682,0.026755852842809364,0.08361204013377926,0.13377926421404682,0.2709030100334448,0.010033444816053512,0.36789297658862874
113,2018-01-29,ETToday,politics,0.07751937984496124,0.13178294573643412,0.0,0.007751937984496124,0.011627906976744186,0.015503875968992248,0.0,0.007751937984496124,0.011627906976744186,0.011627906976744186,0.050387596899224806,0.01937984496124031,0.10465116279069768,0.007751937984496124,0.15891472868217055
114,2018-01-29,ETToday,tech,0.02127659574468085,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0425531914893617,0.06382978723404255,0.1702127659574468,0.02127659574468085,0.1276595744680851
115,2018-01-29,NewYorkTimes,finance,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
116,2018-01-29,NewYorkTimes,global,0.0,0.09523809523809523,0.0,0.0,0.0,0.09523809523809523,0.14285714285714285,0.0,0.0,0.0,0.09523809523809523,0.0,0.09523809523809523,0.0,0.19047619047619047
117,2018-01-29,NewYorkTimes,life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2018-01-29,NewYorkTimes,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2018-01-29,NewYorkTimes,tech,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
120,2018-01-29,NewsLens,finance,0.25,0.0,0.0,0.03571428571428571,0.0,0.03571428571428571,0.10714285714285714,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.0,0.39285714285714285
121,2018-01-29,NewsLens,global,0.13636363636363635,0.045454545454545456,0.0,0.01818181818181818,0.0,0.02727272727272727,0.01818181818181818,0.0,0.00909090909090909,0.0,0.10909090909090909,0.01818181818181818,0.14545454545454545,0.00909090909090909,0.22727272727272727
122,2018-01-29,NewsLens,health,0.17857142857142858,0.07142857142857142,0.0,0.03571428571428571,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,0.0,0.10714285714285714,0.0,0.14285714285714285,0.0,0.2857142857142857
123,2018-01-29,NewsLens,life,0.19117647058823528,0.014705882352941176,0.0,0.014705882352941176,0.014705882352941176,0.19117647058823528,0.14705882352941177,0.0,0.014705882352941176,0.0,0.10294117647058823,0.014705882352941176,0.14705882352941177,0.0,0.38235294117647056
124,2018-01-29,NewsLens,politics,0.125,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.10416666666666667,0.0,0.16666666666666666,0.020833333333333332,0.125
125,2018-01-29,NewsLens,tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2018-01-29,Storm Media,health,0.6190476190476191,0.0,0.0,0.09523809523809523,0.23809523809523808,0.42857142857142855,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.0,0.6666666666666666
127,2018-01-29,Storm Media,life,0.34615384615384615,0.038461538461538464,0.0,0.0,0.038461538461538464,0.19230769230769232,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.0,0.4230769230769231
128,2018-01-29,TVBS,health,0.23809523809523808,0.07142857142857142,0.0,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.047619047619047616,0.3333333333333333
129,2018-01-29,TVBS,tech,0.15384615384615385,0.02564102564102564,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.1282051282051282,0.20512820512820512
130,2018-01-29,今日新聞,finance,0.04371584699453552,0.0273224043715847,0.0,0.0,0.0,0.0546448087431694,0.0,0.0,0.00546448087431694,0.00546448087431694,0.03278688524590164,0.0,0.08743169398907104,0.02185792349726776,0.07103825136612021
